path,dimensions,bytes,sha256
creatives/01_Meta_Brand-Season/MOF_Feed_1x1/6f-guest-review-quote.png,1080x1080,1308183,c0c03b1e02b986743b4ca99feb13e3f37032bda0f2f64ebcf424745f81af08c9
creatives/01_Meta_Brand-Season/MOF_Feed_1x1/7d-by-rail-poster.png,1080x1080,947548,45d9361a2a83568b38d40c8c29b1f28092f64d8fcd591e753167a68c1f714b53
creatives/01_Meta_Brand-Season/MOF_Feed_1x1/7e-by-rail-motif.png,1080x1080,1328584,1068ddc3d3a39594d18b0e0ec4d5704b863e2a1834ba3fe403df09c74f8cbcd4
creatives/01_Meta_Brand-Season/MOF_Feed_1x1/8c-journey-destination.png,1080x1080,1271031,1ade65fc1faad47954975f3a6b5f93f6291f05a81bbdc46a12d665110fda5d4f
creatives/01_Meta_Brand-Season/MOF_Feed_1x1/9d-hillary-poster.png,1080x1080,706407,2a5d90f21d3cbe147d5a290cba39e5736c59bcb1afd627d9cc5facfe29ff6316
creatives/01_Meta_Brand-Season/MOF_Feed_1x1/9f-hillary-quote.png,1080x1080,1411564,dd5e4f84398c568d6a42daa953e403c37308281682f4fae5c913a1b5a9492868
evidence/patched-exporter-MOFv3-1a.png,1080x1080,800848,6be0c658eda5966e0cc66d57f2a607776a3eebaefaa390ba2ce8dd15bc2f9681
evidence/repro-A-as-is.png,1080x1080,27110,b513f4ae6edd1e8e86d76ed568bc819cbdd500307b2b4b0c8e39012f1ca22140
evidence/repro-B-left0-only.png,1080x1080,27110,b513f4ae6edd1e8e86d76ed568bc819cbdd500307b2b4b0c8e39012f1ca22140
evidence/repro-C-full-override.png,1080x1080,2634138,1e9b17c7a8b26c6a45c8f2f1a3e15014dadf8cb76a5db5f5cca85ce6eb075f51
